taxonID,parentTaxonID,scientificName
SH032388.07FU,Fungi_sp,SH032388.07FU
SH010141.07FU,Thelephoraceae_sp,SH010141.07FU
Taphrina_betulina,Taphrina,Taphrina_betulina
SH193601.07FU,Taphrina_betulina,SH193601.07FU
SH204584.07FU,Fungi_sp,SH204584.07FU
SH495471.07FU,Fungi_sp,SH495471.07FU
SH203908.07FU,Agaricomycetes_sp,SH203908.07FU
Exobasidium_arescens,Exobasidium,Exobasidium_arescens
SH211818.07FU,Exobasidium_arescens,SH211818.07FU
Entoloma_piceinum,Entoloma,Entoloma_piceinum
SH523311.07FU,Entoloma_piceinum,SH523311.07FU
Iodosphaeriaceae,Xylariales,Iodosphaeriaceae
Iodosphaeria,Iodosphaeriaceae,Iodosphaeria
Iodosphaeria_sp,Iodosphaeria,Iodosphaeria_sp
SH488382.07FU,Iodosphaeria_sp,SH488382.07FU
Russula_curtipes,Russula,Russula_curtipes
SH177317.07FU,Russula_curtipes,SH177317.07FU
SH523844.07FU,Fungi_sp,SH523844.07FU
SH193767.07FU,Leucosporidiales_sp,SH193767.07FU
Entoloma_sphagneti,Entoloma,Entoloma_sphagneti
SH174929.07FU,Entoloma_sphagneti,SH174929.07FU
Keissleriella,Massarinaceae,Keissleriella
Keissleriella_culmifida,Keissleriella,Keissleriella_culmifida
SH207044.07FU,Keissleriella_culmifida,SH207044.07FU
Exophiala_pisciphila,Exophiala,Exophiala_pisciphila
SH197644.07FU,Exophiala_pisciphila,SH197644.07FU
Pluteus_podospileus,Pluteus,Pluteus_podospileus
SH178479.07FU,Pluteus_podospileus,SH178479.07FU
SH461760.07FU,Ascomycota_sp,SH461760.07FU
Diversisporales,Glomeromycetes,Diversisporales
Acaulosporaceae,Diversisporales,Acaulosporaceae
Entrophospora,Acaulosporaceae,Entrophospora
Entrophospora_sp,Entrophospora,Entrophospora_sp
SH200452.07FU,Entrophospora_sp,SH200452.07FU
SH025270.07FU,Rozellomycota_sp,SH025270.07FU
SH021611.07FU,Chaetothyriales_sp,SH021611.07FU
SH104899.07FU,Sebacinales_Group_B_sp,SH104899.07FU
Galerina_jaapii,Galerina,Galerina_jaapii
SH176920.07FU,Galerina_jaapii,SH176920.07FU
Inocybe_flavella,Inocybe,Inocybe_flavella
SH032895.07FU,Inocybe_flavella,SH032895.07FU
Tricholoma_orirubens,Tricholoma,Tricholoma_orirubens
SH219370.07FU,Tricholoma_orirubens,SH219370.07FU
SH026235.07FU,Auricularia_sp,SH026235.07FU
Crepidotus,Inocybaceae,Crepidotus
Crepidotus_epibryus,Crepidotus,Crepidotus_epibryus
SH210131.07FU,Crepidotus_epibryus,SH210131.07FU
SH190012.07FU,Ramariopsis_sp,SH190012.07FU
Cortinarius_lebretonii,Cortinarius,Cortinarius_lebretonii
SH196667.07FU,Cortinarius_lebretonii,SH196667.07FU
Entocybe_turbida,Entocybe,Entocybe_turbida
SH187113.07FU,Entocybe_turbida,SH187113.07FU
Aquapeziza,Pezizomycotina_fam_Incertae_sedis,Aquapeziza
Aquapeziza_globispora,Aquapeziza,Aquapeziza_globispora
SH465981.07FU,Aquapeziza_globispora,SH465981.07FU
Minutisphaera,Dothideomycetes_fam_Incertae_sedis,Minutisphaera
Minutisphaera_aspera,Minutisphaera,Minutisphaera_aspera
SH197544.07FU,Minutisphaera_aspera,SH197544.07FU
SH199650.07FU,Sistotrema_sp,SH199650.07FU
SH174616.07FU,Sordariomycetes_sp,SH174616.07FU
SH007273.07FU,Sporidiobolales_sp,SH007273.07FU
Galerina_atkinsoniana,Galerina,Galerina_atkinsoniana
SH176914.07FU,Galerina_atkinsoniana,SH176914.07FU
Entoloma_mougeotii,Entoloma,Entoloma_mougeotii
SH213985.07FU,Entoloma_mougeotii,SH213985.07FU
Zymoseptoria_brevis,Zymoseptoria,Zymoseptoria_brevis
SH195824.07FU,Zymoseptoria_brevis,SH195824.07FU
SH213277.07FU,Cladophialophora_sp,SH213277.07FU
Psathyrella_gordonii,Psathyrella,Psathyrella_gordonii
SH175236.07FU,Psathyrella_gordonii,SH175236.07FU
SH019200.07FU,Capnodiales_sp,SH019200.07FU
SH005853.07FU,Dothideomycetes_sp,SH005853.07FU
Pseudocercosporella,Mycosphaerellaceae,Pseudocercosporella
Pseudocercosporella_fraxini,Pseudocercosporella,Pseudocercosporella_fraxini
SH214154.07FU,Pseudocercosporella_fraxini,SH214154.07FU
Chorioactidaceae,Pezizales,Chorioactidaceae
Desmazierella,Chorioactidaceae,Desmazierella
Desmazierella_acicola,Desmazierella,Desmazierella_acicola
SH217464.07FU,Desmazierella_acicola,SH217464.07FU
SH211527.07FU,Helotiales_sp,SH211527.07FU
Tuber_brumale,Tuber,Tuber_brumale
SH181268.07FU,Tuber_brumale,SH181268.07FU
SH010156.07FU,Thelephoraceae_sp,SH010156.07FU
SH495483.07FU,Fungi_sp,SH495483.07FU
Entoloma_brunneosericeum,Entoloma,Entoloma_brunneosericeum
SH221930.07FU,Entoloma_brunneosericeum,SH221930.07FU
Coprinellus_verrucispermus,Coprinellus,Coprinellus_verrucispermus
SH220377.07FU,Coprinellus_verrucispermus,SH220377.07FU
Orbilia,Orbiliaceae,Orbilia
Orbilia_sp,Orbilia,Orbilia_sp
SH497395.07FU,Orbilia_sp,SH497395.07FU
Glarea,Helotiales_fam_Incertae_sedis,Glarea
Glarea_sp,Glarea,Glarea_sp
SH198395.07FU,Glarea_sp,SH198395.07FU
Microcyclospora,Pezizomycotina_fam_Incertae_sedis,Microcyclospora
Microcyclospora_pomicola,Microcyclospora,Microcyclospora_pomicola
SH190838.07FU,Microcyclospora_pomicola,SH190838.07FU
SH183020.07FU,Phaeosphaeria_sp,SH183020.07FU
Inocybe_subporospora,Inocybe,Inocybe_subporospora
SH222177.07FU,Inocybe_subporospora,SH222177.07FU
SH188633.07FU,Cortinarius_sp,SH188633.07FU
Cortinarius_bivelus,Cortinarius,Cortinarius_bivelus
SH188497.07FU,Cortinarius_bivelus,SH188497.07FU
Entoloma_chalybeum,Entoloma,Entoloma_chalybeum
SH210113.07FU,Entoloma_chalybeum,SH210113.07FU
SH030357.07FU,Helotiales_sp,SH030357.07FU
Coprinellus_sp,Coprinellus,Coprinellus_sp
SH220444.07FU,Coprinellus_sp,SH220444.07FU
SH187706.07FU,Sistotrema_sp,SH187706.07FU
SH496566.07FU,Fungi_sp,SH496566.07FU
SH198508.07FU,Inocybe_rimosa,SH198508.07FU
unidentified,Pleosporaceae,unidentified
Pleosporaceae_sp,unidentified,Pleosporaceae_sp
SH492596.07FU,Pleosporaceae_sp,SH492596.07FU
SH020206.07FU,Venturiaceae_sp,SH020206.07FU
Gymnopus_peronatus,Gymnopus,Gymnopus_peronatus
SH201537.07FU,Gymnopus_peronatus,SH201537.07FU
SH177856.07FU,Tomentella_sp,SH177856.07FU
SH018588.07FU,Sebacinales_sp,SH018588.07FU
SH494351.07FU,Fungi_sp,SH494351.07FU
Russula_virescens,Russula,Russula_virescens
SH179774.07FU,Russula_virescens,SH179774.07FU
Trichosphaeriales,Sordariomycetes,Trichosphaeriales
Trichosphaeriales_fam_Incertae_sedis,Trichosphaeriales,Trichosphaeriales_fam_Incertae_sedis
Nigrospora,Trichosphaeriales_fam_Incertae_sedis,Nigrospora
Nigrospora_sp,Nigrospora,Nigrospora_sp
SH496461.07FU,Nigrospora_sp,SH496461.07FU
SH196665.07FU,Cortinarius_anomalus,SH196665.07FU
Tetracladium_marchalianum,Tetracladium,Tetracladium_marchalianum
SH204311.07FU,Tetracladium_marchalianum,SH204311.07FU
SH188649.07FU,Cortinarius_sp,SH188649.07FU
SH213281.07FU,Cladophialophora_sp,SH213281.07FU
SH493695.07FU,Fungi_sp,SH493695.07FU
SH027354.07FU,Teratosphaeriaceae_sp,SH027354.07FU
SH184554.07FU,Thelephora_sp,SH184554.07FU
SH484433.07FU,Helotiales_sp,SH484433.07FU
SH204860.07FU,Ascomycota_sp,SH204860.07FU
SH196071.07FU,Clavariaceae_sp,SH196071.07FU
Halenospora,Leotiaceae,Halenospora
Halenospora_varia,Halenospora,Halenospora_varia
SH206118.07FU,Halenospora_varia,SH206118.07FU
SH216876.07FU,Neobulgaria_sp,SH216876.07FU
Entoloma_hirtipes,Entoloma,Entoloma_hirtipes
SH207903.07FU,Entoloma_hirtipes,SH207903.07FU
SH493707.07FU,Fungi_sp,SH493707.07FU
SH183071.07FU,Phaeosphaeriaceae_sp,SH183071.07FU
Cystobasidium_sp,Cystobasidium,Cystobasidium_sp
SH194795.07FU,Cystobasidium_sp,SH194795.07FU
SH201673.07FU,Helotiales_sp,SH201673.07FU
SH187927.07FU,Ceratobasidium_sp,SH187927.07FU
Tomentellopsis,Thelephoraceae,Tomentellopsis
Tomentellopsis_sp,Tomentellopsis,Tomentellopsis_sp
SH184846.07FU,Tomentellopsis_sp,SH184846.07FU
unidentified,Sordariales,unidentified
Sordariales_sp,unidentified,Sordariales_sp
SH212904.07FU,Sordariales_sp,SH212904.07FU
SH020399.07FU,Acremonium_sp,SH020399.07FU
Piloderma_lanatum,Piloderma,Piloderma_lanatum
SH196712.07FU,Piloderma_lanatum,SH196712.07FU
SH201636.07FU,Dermateaceae_sp,SH201636.07FU
SH463706.07FU,Fungi_sp,SH463706.07FU
Peltaster,Dothideomycetes_fam_Incertae_sedis,Peltaster
Peltaster_cerophilus,Peltaster,Peltaster_cerophilus
SH221395.07FU,Peltaster_cerophilus,SH221395.07FU
SH187727.07FU,Psilocybe_sp,SH187727.07FU
SH193058.07FU,Xylariaceae_sp,SH193058.07FU
SH027017.07FU,Auriculariales_sp,SH027017.07FU
SH021768.07FU,Dothideomycetes_sp,SH021768.07FU
Coprinellus_sabulicola,Coprinellus,Coprinellus_sabulicola
SH220383.07FU,Coprinellus_sabulicola,SH220383.07FU
Togniniaceae,Diaporthales,Togniniaceae
Phaeoacremonium,Togniniaceae,Phaeoacremonium
Phaeoacremonium_sp,Phaeoacremonium,Phaeoacremonium_sp
SH022917.07FU,Phaeoacremonium_sp,SH022917.07FU
SH222442.07FU,Cortinarius_tubarius,SH222442.07FU
Phaeosphaeria_juncicola,Phaeosphaeria,Phaeosphaeria_juncicola
SH200465.07FU,Phaeosphaeria_juncicola,SH200465.07FU
SH218856.07FU,Protoglossum_niveum,SH218856.07FU
SH203613.07FU,Helotiales_sp,SH203613.07FU
Scopuloides_rimosa,Scopuloides,Scopuloides_rimosa
SH212872.07FU,Scopuloides_rimosa,SH212872.07FU
Scleroderma_areolatum,Scleroderma,Scleroderma_areolatum
SH182469.07FU,Scleroderma_areolatum,SH182469.07FU
Myrmecridium_phragmitis,Myrmecridium,Myrmecridium_phragmitis
SH030697.07FU,Myrmecridium_phragmitis,SH030697.07FU
Exobasidium_nobeyamense,Exobasidium,Exobasidium_nobeyamense
SH211812.07FU,Exobasidium_nobeyamense,SH211812.07FU
Postia_balsamea,Postia,Postia_balsamea
SH189191.07FU,Postia_balsamea,SH189191.07FU
Lophiotrema,Lophiostomataceae,Lophiotrema
Lophiotrema_rubi,Lophiotrema,Lophiotrema_rubi
SH198828.07FU,Lophiotrema_rubi,SH198828.07FU
SH197861.07FU,Cyphellophora_sp,SH197861.07FU
SH218963.07FU,Archaeosporaceae_sp,SH218963.07FU
SH459443.07FU,Agaricomycetes_sp,SH459443.07FU
Pilidium_acerinum,Pilidium,Pilidium_acerinum
SH182034.07FU,Pilidium_acerinum,SH182034.07FU
SH198661.07FU,Tumularia_sp,SH198661.07FU
SH013130.07FU,Herpotrichiellaceae_sp,SH013130.07FU
Hypocreomycetidae_ord_Incertae_sedis,Sordariomycetes,Hypocreomycetidae_ord_Incertae_sedis
Plectosphaerellaceae,Hypocreomycetidae_ord_Incertae_sedis,Plectosphaerellaceae
Plectosphaerella,Plectosphaerellaceae,Plectosphaerella
Plectosphaerella_oratosquillae,Plectosphaerella,Plectosphaerella_oratosquillae
SH190975.07FU,Plectosphaerella_oratosquillae,SH190975.07FU
Psathyrella_piluliformis,Psathyrella,Psathyrella_piluliformis
SH220363.07FU,Psathyrella_piluliformis,SH220363.07FU
SH217022.07FU,Oidiodendron_sp,SH217022.07FU
SH015370.07FU,Ceratobasidiaceae_sp,SH015370.07FU
SH187886.07FU,Mortierella_sp,SH187886.07FU
Lecanorales_fam_Incertae_sedis,Lecanorales,Lecanorales_fam_Incertae_sedis
Scoliciosporum,Lecanorales_fam_Incertae_sedis,Scoliciosporum
Scoliciosporum_umbrinum,Scoliciosporum,Scoliciosporum_umbrinum
SH026508.07FU,Scoliciosporum_umbrinum,SH026508.07FU
SH461431.07FU,Clavariaceae_sp,SH461431.07FU
SH014970.07FU,Rhizophydium_sp,SH014970.07FU
SH188185.07FU,Agaricomycetes_sp,SH188185.07FU
SH211353.07FU,Inocybe_sp,SH211353.07FU
SH458008.07FU,Rozellomycota_sp,SH458008.07FU
SH028207.07FU,Helotiales_sp,SH028207.07FU
unidentified,Pucciniomycetes,unidentified
Pucciniomycetes_sp,unidentified,Pucciniomycetes_sp
SH020484.07FU,Pucciniomycetes_sp,SH020484.07FU
Hebeloma_hiemale,Hebeloma,Hebeloma_hiemale
SH127571.07FU,Hebeloma_hiemale,SH127571.07FU
SH218829.07FU,Myrmecridium_sp,SH218829.07FU
SH468067.07FU,Ascomycota_sp,SH468067.07FU
Dioszegia,Tremellales_fam_Incertae_sedis,Dioszegia
Dioszegia_sp,Dioszegia,Dioszegia_sp
SH182103.07FU,Dioszegia_sp,SH182103.07FU
SH465897.07FU,Archaeosporaceae_sp,SH465897.07FU
Inocybe_pseudorubens,Inocybe,Inocybe_pseudorubens
SH179824.07FU,Inocybe_pseudorubens,SH179824.07FU
SH222061.07FU,Inocybaceae_sp,SH222061.07FU
Cheilymenia,Pyronemataceae,Cheilymenia
Cheilymenia_sp,Cheilymenia,Cheilymenia_sp
SH215689.07FU,Cheilymenia_sp,SH215689.07FU
SH190011.07FU,Clavariaceae_sp,SH190011.07FU
Georgefischeriales,Exobasidiomycetes,Georgefischeriales
Tilletiariaceae,Georgefischeriales,Tilletiariaceae
Tilletiaria,Tilletiariaceae,Tilletiaria
Tilletiaria_anomala,Tilletiaria,Tilletiaria_anomala
SH482410.07FU,Tilletiaria_anomala,SH482410.07FU
Cercospora_coniogrammes,Cercospora,Cercospora_coniogrammes
SH278817.07FU,Cercospora_coniogrammes,SH278817.07FU
SH015690.07FU,Atheliaceae_sp,SH015690.07FU
SH221292.07FU,Hygrocybe_cantharellus,SH221292.07FU
Pleospora,Pleosporaceae,Pleospora
Pleospora_scirpicola,Pleospora,Pleospora_scirpicola
SH029228.07FU,Pleospora_scirpicola,SH029228.07FU
Cortinarius_bolaris,Cortinarius,Cortinarius_bolaris
SH222391.07FU,Cortinarius_bolaris,SH222391.07FU
Amniculicolaceae,Pleosporales,Amniculicolaceae
Murispora,Amniculicolaceae,Murispora
Murispora_sp,Murispora,Murispora_sp
SH488105.07FU,Murispora_sp,SH488105.07FU
SH016647.07FU,Rhinocladiella_sp,SH016647.07FU
Pseudocraterellus,Cantharellaceae,Pseudocraterellus
Pseudocraterellus_undulatus,Pseudocraterellus,Pseudocraterellus_undulatus
SH217952.07FU,Pseudocraterellus_undulatus,SH217952.07FU
SH486827.07FU,Pleosporales_sp,SH486827.07FU
SH489497.07FU,Glomeromycota_sp,SH489497.07FU
SH221361.07FU,Atheliaceae_sp,SH221361.07FU
Asterostroma,Lachnocladiaceae,Asterostroma
Asterostroma_laxum,Asterostroma,Asterostroma_laxum
SH490884.07FU,Asterostroma_laxum,SH490884.07FU
Galerina_stylifera,Galerina,Galerina_stylifera
SH176942.07FU,Galerina_stylifera,SH176942.07FU
Tarzetta,Pyronemataceae,Tarzetta
Tarzetta_sp,Tarzetta,Tarzetta_sp
SH204757.07FU,Tarzetta_sp,SH204757.07FU
Biappendiculispora,Lophiostomataceae,Biappendiculispora
Biappendiculispora_japonica,Biappendiculispora,Biappendiculispora_japonica
SH532144.07FU,Biappendiculispora_japonica,SH532144.07FU
SH199059.07FU,Pleosporales_sp,SH199059.07FU
SH016853.07FU,Capnodiales_sp,SH016853.07FU
SH004307.07FU,Fungi_sp,SH004307.07FU
Volvopluteus,Pluteaceae,Volvopluteus
Volvopluteus_gloiocephalus,Volvopluteus,Volvopluteus_gloiocephalus
SH221286.07FU,Volvopluteus_gloiocephalus,SH221286.07FU
SH463468.07FU,Chytridiomycota_sp,SH463468.07FU
Knufia_tsunedae,Knufia,Knufia_tsunedae
SH180481.07FU,Knufia_tsunedae,SH180481.07FU
SH174179.07FU,Sordariales_sp,SH174179.07FU
Helicosporium,Tubeufiaceae,Helicosporium
Helicosporium_guianense,Helicosporium,Helicosporium_guianense
SH202356.07FU,Helicosporium_guianense,SH202356.07FU
Diaporthe_decedens,Diaporthe,Diaporthe_decedens
SH185575.07FU,Diaporthe_decedens,SH185575.07FU
SH488946.07FU,Auriculariales_sp,SH488946.07FU
SH216451.07FU,Chaetothyriales_sp,SH216451.07FU
unidentified,Spizellomycetaceae,unidentified
Spizellomycetaceae_sp,unidentified,Spizellomycetaceae_sp
SH481094.07FU,Spizellomycetaceae_sp,SH481094.07FU
SH491948.07FU,Fungi_sp,SH491948.07FU
SH016431.07FU,Trechispora_sp,SH016431.07FU
SH025236.07FU,Rozellomycota_sp,SH025236.07FU
Microbotryales,Microbotryomycetes,Microbotryales
Microbotryaceae,Microbotryales,Microbotryaceae
Microbotryum,Microbotryaceae,Microbotryum
Microbotryum_reticulatum,Microbotryum,Microbotryum_reticulatum
SH186565.07FU,Microbotryum_reticulatum,SH186565.07FU
unidentified,Orbiliaceae,unidentified
Orbiliaceae_sp,unidentified,Orbiliaceae_sp
SH525653.07FU,Orbiliaceae_sp,SH525653.07FU
SH215041.07FU,Lecanoromycetes_sp,SH215041.07FU
Atractiellomycetes,Basidiomycota,Atractiellomycetes
Atractiellales,Atractiellomycetes,Atractiellales
unidentified,Atractiellales,unidentified
Atractiellales_sp,unidentified,Atractiellales_sp
SH206996.07FU,Atractiellales_sp,SH206996.07FU
unidentified,Claroideoglomeraceae,unidentified
Claroideoglomeraceae_sp,unidentified,Claroideoglomeraceae_sp
SH206039.07FU,Claroideoglomeraceae_sp,SH206039.07FU
Pseudopenidiella,Pezizomycotina_fam_Incertae_sedis,Pseudopenidiella
Pseudopenidiella_piceae,Pseudopenidiella,Pseudopenidiella_piceae
SH030869.07FU,Pseudopenidiella_piceae,SH030869.07FU
SH023586.07FU,Rozellomycota_sp,SH023586.07FU
unidentified,Venturiales,unidentified
Venturiales_sp,unidentified,Venturiales_sp
SH205577.07FU,Venturiales_sp,SH205577.07FU
SH462873.07FU,Tremellomycetes_sp,SH462873.07FU
Inocybe_sambucina,Inocybe,Inocybe_sambucina
SH175441.07FU,Inocybe_sambucina,SH175441.07FU
SH204503.07FU,Rozellomycota_sp,SH204503.07FU
SH184486.07FU,Agaricales_sp,SH184486.07FU
Microglossum,Leotiaceae,Microglossum
Microglossum_viride,Microglossum,Microglossum_viride
SH212648.07FU,Microglossum_viride,SH212648.07FU
SH521764.07FU,Fungi_sp,SH521764.07FU
SH495766.07FU,Chaetothyriales_sp,SH495766.07FU
Tuber_anniae,Tuber,Tuber_anniae
SH202491.07FU,Tuber_anniae,SH202491.07FU
SH202579.07FU,Pyrenochaeta_sp,SH202579.07FU
Eurotiales_fam_Incertae_sedis,Eurotiales,Eurotiales_fam_Incertae_sedis
Diehliomyces,Eurotiales_fam_Incertae_sedis,Diehliomyces
Diehliomyces_microsporus,Diehliomyces,Diehliomyces_microsporus
SH461340.07FU,Diehliomyces_microsporus,SH461340.07FU
Fusidium,Nectriaceae,Fusidium
Fusidium_griseum,Fusidium,Fusidium_griseum
SH027562.07FU,Fusidium_griseum,SH027562.07FU
Verrucariales,Eurotiomycetes,Verrucariales
Verrucariaceae,Verrucariales,Verrucariaceae
unidentified,Verrucariaceae,unidentified
Verrucariaceae_sp,unidentified,Verrucariaceae_sp
SH497154.07FU,Verrucariaceae_sp,SH497154.07FU
SH203864.07FU,Archaeorhizomyces_sp,SH203864.07FU
SH016261.07FU,Rozellomycota_sp,SH016261.07FU
SH177231.07FU,Russula_romellii,SH177231.07FU
Herpotrichia_parasitica,Herpotrichia,Herpotrichia_parasitica
SH005854.07FU,Herpotrichia_parasitica,SH005854.07FU
SH196068.07FU,Clavariaceae_sp,SH196068.07FU
Hygrophoropsis_aurantiaca,Hygrophoropsis,Hygrophoropsis_aurantiaca
SH029239.07FU,Hygrophoropsis_aurantiaca,SH029239.07FU
Conocybe,Bolbitiaceae,Conocybe
Conocybe_macrospora,Conocybe,Conocybe_macrospora
SH303020.07FU,Conocybe_macrospora,SH303020.07FU
SH463258.07FU,Trechispora_sp,SH463258.07FU
Betamyces_sp,Betamyces,Betamyces_sp
SH466660.07FU,Betamyces_sp,SH466660.07FU
Alloconiothyrium,Montagnulaceae,Alloconiothyrium
Alloconiothyrium_aptrootii,Alloconiothyrium,Alloconiothyrium_aptrootii
SH186961.07FU,Alloconiothyrium_aptrootii,SH186961.07FU
SH214647.07FU,Sebacinaceae_sp,SH214647.07FU
Microcyclospora_sp,Microcyclospora,Microcyclospora_sp
SH010898.07FU,Microcyclospora_sp,SH010898.07FU
SH492708.07FU,Fungi_sp,SH492708.07FU
SH494904.07FU,Fungi_sp,SH494904.07FU
Zoellneria,Sclerotiniaceae,Zoellneria
Zoellneria_rosarum,Zoellneria,Zoellneria_rosarum
SH182033.07FU,Zoellneria_rosarum,SH182033.07FU
Geopora_nicaeensis,Geopora,Geopora_nicaeensis
SH213659.07FU,Geopora_nicaeensis,SH213659.07FU
Serendipita,Sebacinales_Group_B,Serendipita
Serendipita_vermifera,Serendipita,Serendipita_vermifera
SH188163.07FU,Serendipita_vermifera,SH188163.07FU
Glomus,Glomeraceae,Glomus
Glomus_sp,Glomus,Glomus_sp
SH019834.07FU,Glomus_sp,SH019834.07FU
SH213130.07FU,Sebacinaceae_sp,SH213130.07FU
SH189367.07FU,Tomentella_sp,SH189367.07FU
Inocybe_sindonia,Inocybe,Inocybe_sindonia
SH176685.07FU,Inocybe_sindonia,SH176685.07FU
unidentified,Geoglossales,unidentified
Geoglossales_sp,unidentified,Geoglossales_sp
SH028193.07FU,Geoglossales_sp,SH028193.07FU
SH019202.07FU,Capnodiales_sp,SH019202.07FU
SH194157.07FU,Wilcoxina_sp,SH194157.07FU
SH491125.07FU,Fungi_sp,SH491125.07FU
SH491140.07FU,Fungi_sp,SH491140.07FU
SH220216.07FU,Clavulina_cinerea,SH220216.07FU
SH193248.07FU,Chaetothyriales_sp,SH193248.07FU
SH021998.07FU,Xylariales_sp,SH021998.07FU
SH018482.07FU,Helotiales_sp,SH018482.07FU
Bullera_globospora,Bullera,Bullera_globospora
SH203799.07FU,Bullera_globospora,SH203799.07FU
Verticillium,Plectosphaerellaceae,Verticillium
Verticillium_dahliae,Verticillium,Verticillium_dahliae
SH399923.07FU,Verticillium_dahliae,SH399923.07FU
SH468606.07FU,Fungi_sp,SH468606.07FU
SH457973.07FU,Penicillium_spinulosum,SH457973.07FU
Pezoloma_ciliifera,Pezoloma,Pezoloma_ciliifera
SH184437.07FU,Pezoloma_ciliifera,SH184437.07FU
SH489253.07FU,Ascomycota_sp,SH489253.07FU
SH496636.07FU,Herpotrichiellaceae_sp,SH496636.07FU
SH497266.07FU,Clavaria_sp,SH497266.07FU
SH493963.07FU,Fungi_sp,SH493963.07FU
Physalacriaceae,Agaricales,Physalacriaceae
Cibaomyces,Physalacriaceae,Cibaomyces
Cibaomyces_glutinis,Cibaomyces,Cibaomyces_glutinis
SH529378.07FU,Cibaomyces_glutinis,SH529378.07FU
SH496013.07FU,Fungi_sp,SH496013.07FU
Mucor_fragilis,Mucor,Mucor_fragilis
SH090887.07FU,Mucor_fragilis,SH090887.07FU
SH467500.07FU,Trechisporales_sp,SH467500.07FU
Flagelloscypha_minutissima,Flagelloscypha,Flagelloscypha_minutissima
SH182705.07FU,Flagelloscypha_minutissima,SH182705.07FU
Cortinarius_malicorius,Cortinarius,Cortinarius_malicorius
SH222596.07FU,Cortinarius_malicorius,SH222596.07FU
SH496012.07FU,Fungi_sp,SH496012.07FU
SH005164.07FU,Tremellales_sp,SH005164.07FU
SH014392.07FU,Clavariaceae_sp,SH014392.07FU
SH486309.07FU,Auriculariales_sp,SH486309.07FU
Exophiala_moniliae,Exophiala,Exophiala_moniliae
SH199199.07FU,Exophiala_moniliae,SH199199.07FU
SH197140.07FU,Sebacina_sp,SH197140.07FU
Cortinarius_saturninus,Cortinarius,Cortinarius_saturninus
SH188493.07FU,Cortinarius_saturninus,SH188493.07FU
SH185113.07FU,Agaricomycetes_sp,SH185113.07FU
SH024488.07FU,Sebacinaceae_sp,SH024488.07FU
SH188693.07FU,Cortinarius_sp,SH188693.07FU
SH016846.07FU,Trechispora_sp,SH016846.07FU
SH004874.07FU,Sordariomycetes_sp,SH004874.07FU
SH198556.07FU,Basidiomycota_sp,SH198556.07FU
SH176095.07FU,Glomeraceae_sp,SH176095.07FU
Cuphophyllus_sp,Cuphophyllus,Cuphophyllus_sp
SH174969.07FU,Cuphophyllus_sp,SH174969.07FU
SH015961.07FU,Ceratobasidiaceae_sp,SH015961.07FU
Mucor_silvaticus,Mucor,Mucor_silvaticus
SH188377.07FU,Mucor_silvaticus,SH188377.07FU
SH196094.07FU,Umbelopsis_sp,SH196094.07FU
SH020057.07FU,Fungi_sp,SH020057.07FU
SH217408.07FU,Tomentella_sp,SH217408.07FU
SH457294.07FU,Saccharomycetales_sp,SH457294.07FU
Vibrissea,Vibrisseaceae,Vibrissea
Vibrissea_flavovirens,Vibrissea,Vibrissea_flavovirens
SH212367.07FU,Vibrissea_flavovirens,SH212367.07FU
Dictyosporium_meiosporum,Dictyosporium,Dictyosporium_meiosporum
SH495392.07FU,Dictyosporium_meiosporum,SH495392.07FU
SH018494.07FU,Helotiales_sp,SH018494.07FU
SH460059.07FU,Pleosporales_sp,SH460059.07FU
Setomelanomma_holmii,Setomelanomma,Setomelanomma_holmii
SH191259.07FU,Setomelanomma_holmii,SH191259.07FU
Lophodermium,Rhytismataceae,Lophodermium
Lophodermium_piceae,Lophodermium,Lophodermium_piceae
SH182624.07FU,Lophodermium_piceae,SH182624.07FU
SH016154.07FU,Agaricomycetes_sp,SH016154.07FU
SH214176.07FU,Capnodiales_sp,SH214176.07FU
Cortinarius_fulvoisabellinus,Cortinarius,Cortinarius_fulvoisabellinus
SH009453.07FU,Cortinarius_fulvoisabellinus,SH009453.07FU
SH524678.07FU,Hemimycena_sp,SH524678.07FU
Hydnotrya_sp,Hydnotrya,Hydnotrya_sp
SH218050.07FU,Hydnotrya_sp,SH218050.07FU
Apiosporaceae,Sordariomycetidae_ord_Incertae_sedis,Apiosporaceae
Arthrinium,Apiosporaceae,Arthrinium
Arthrinium_japonicum,Arthrinium,Arthrinium_japonicum
SH204491.07FU,Arthrinium_japonicum,SH204491.07FU
SH203499.07FU,Ascomycota_sp,SH203499.07FU
SH220354.07FU,Coprinellus_micaceus,SH220354.07FU
SH021638.07FU,Helotiales_sp,SH021638.07FU
Conocybe_zeylanica,Conocybe,Conocybe_zeylanica
SH003377.07FU,Conocybe_zeylanica,SH003377.07FU
SH495745.07FU,Cryptococcus_sp,SH495745.07FU
SH019321.07FU,Leotiomycetes_sp,SH019321.07FU
SH488693.07FU,Fungi_sp,SH488693.07FU
SH216859.07FU,Hygrophoropsis_aurantiaca,SH216859.07FU
SH015981.07FU,Fungi_sp,SH015981.07FU
SH191893.07FU,Peziza_sp,SH191893.07FU
Trechispora_microspora,Trechispora,Trechispora_microspora
SH009021.07FU,Trechispora_microspora,SH009021.07FU
Hyphodiscus,Helotiales_fam_Incertae_sedis,Hyphodiscus
